canal_ingreso,tipo_tarjeta,pais_transaccion,categoria_comercio,edad_cliente,antiguedad_meses,saldo_promedio_usd,monto_usd,hora_transaccion,num_transacciones_24h,num_transacciones_7d,distancia_comercio_km,score_velocidad,ratio_monto_promedio,es_fraude,mes_transaccion,anio_transaccion
Banca_en_linea,Credito_clasica,Ecuador,Farmacia,65,168,378.07,53.0,6,14,2,1.9,24.6,1.834,0,7,2024
Banca_en_linea,Debito,Ecuador,Viaje,25,54,1970.11,26.12,1,2,43,5.2,60.2,0.241,0,2,2024
Sucursal,Debito,USA,Viaje,66,130,1197.17,261.53,20,11,34,1.2,13.1,3.744,0,7,2024
Cajero_ATM,Credito_clasica,USA,Ropa,64,178,1974.78,838.77,6,3,23,5.8,,7.714,0,10,2024
Cajero_ATM,Credito_gold,Ecuador,Gasolinera,73,41,260.67,64.97,10,13,31,4.4,8.9,2.821,0,7,2024
App_movil,Debito,Panama,Gasolinera,18,45,1138.64,77.1,10,12,37,,,1.152,0,1,2024
POS,Credito_clasica,Ecuador,Otro,29,103,4485.17,149.36,13,14,13,10.3,62.0,0.638,0,7,2024
Banca_en_linea,Credito_gold,Ecuador,Supermercado,22,106,2218.26,195.11,2,10,33,30.1,7.0,1.614,0,5,2024
Banca_en_linea,Credito_gold,Panama,Restaurante,41,137,1697.24,79.64,13,1,7,,20.7,0.84,0,3,2024
Banca_en_linea,Credito_platinum,Ecuador,Electronica,23,128,1040.52,357.97,10,3,32,12.4,33.5,5.771,1,3,2024
Banca_en_linea,Credito_clasica,Argentina,Transferencia,42,86,1084.71,128.15,3,9,7,13.6,36.9,,0,4,2024
App_movil,Debito,Ecuador,Supermercado,18,47,1407.63,94.78,16,4,42,6.9,67.6,1.179,0,12,2024
Banca_en_linea,Credito_gold,USA,Restaurante,42,5,4713.19,161.05,15,3,38,22.8,52.9,,0,2,2024
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,18,1,8744.32,463.02,2,8,44,33.9,38.2,1.035,0,2,2024
Banca_en_linea,Debito,Ecuador,Viaje,49,44,1643.55,242.38,9,1,13,4.5,45.1,2.629,0,1,2024
App_movil,Debito,Ecuador,Restaurante,59,150,1449.52,11.13,20,5,24,10.5,1.3,0.135,0,5,2024
App_movil,Credito_clasica,Peru,Gasolinera,59,38,4885.96,65.59,14,1,28,10.9,77.1,0.258,0,4,2024
Sucursal,Debito,Ecuador,Electronica,20,19,1591.76,100.39,7,7,32,5.2,4.1,1.121,0,11,2024
Cajero_ATM,Debito,Chile,Transferencia,66,159,2207.51,61.64,17,5,43,,82.9,0.512,1,10,2024
Sucursal,Debito,Ecuador,Gasolinera,36,115,856.47,185.69,2,2,18,27.1,54.1,3.515,0,2,2024
Sucursal,Debito,Ecuador,Supermercado,60,87,3601.59,267.54,6,12,34,15.6,52.8,1.408,0,3,2024
Banca_en_linea,Credito_clasica,Ecuador,Farmacia,46,170,2098.16,202.15,9,14,48,1.2,,1.759,0,7,2024
Banca_en_linea,Credito_clasica,Colombia,Otro,67,123,4339.16,686.09,19,1,34,1.3,86.0,3.023,0,7,2024
Banca_en_linea,Credito_gold,Panama,Ropa,19,82,3993.66,52.73,8,11,38,25.6,94.3,0.251,0,12,2024
Banca_en_linea,Debito,Ecuador,Otro,26,154,805.19,316.9,13,7,1,0.8,54.3,6.305,0,4,2024
Banca_en_linea,Debito,Peru,Transferencia,73,141,3343.75,223.26,22,12,43,11.7,15.1,1.26,0,5,2024
Cajero_ATM,Credito_clasica,Ecuador,Supermercado,34,58,4224.27,72.45,13,1,42,2.6,87.9,0.328,0,5,2024
Banca_en_linea,Credito_clasica,Colombia,Ropa,63,146,1262.03,203.71,10,3,31,0.4,,2.787,0,6,2024
Sucursal,Credito_clasica,Mexico,Restaurante,53,67,673.7,21.48,0,11,1,0.6,80.7,0.492,1,9,2024
Banca_en_linea,Credito_clasica,Ecuador,Farmacia,34,122,206.59,238.62,3,6,16,4.7,68.0,11.738,0,2,2024
Sucursal,Credito_platinum,Ecuador,Restaurante,66,87,1698.7,119.0,5,6,39,0.8,90.5,1.253,0,5,2024
App_movil,Debito,Argentina,Gasolinera,29,131,1286.33,56.86,21,7,15,9.1,89.7,0.765,1,12,2024
Sucursal,Credito_clasica,Panama,Transferencia,37,55,2223.7,164.97,21,11,33,10.4,5.3,1.361,0,3,2024
App_movil,Credito_gold,Colombia,Restaurante,67,89,720.76,158.92,4,14,23,4.7,60.9,3.452,0,4,2024
Cajero_ATM,Credito_clasica,Ecuador,Transferencia,20,58,5109.32,40.26,2,11,41,13.6,12.5,,0,10,2024
App_movil,Debito,Ecuador,Supermercado,60,63,945.19,9.63,1,1,34,6.7,7.8,0.168,0,6,2024
Cajero_ATM,Credito_clasica,Ecuador,Supermercado,74,91,841.85,90.27,2,7,17,5.6,44.8,1.733,0,12,2024
Banca_en_linea,Credito_gold,Panama,Transferencia,67,52,1838.25,131.43,8,2,25,5.2,9.8,1.29,0,8,2024
POS,Debito,Peru,Ropa,21,126,1927.13,318.86,18,6,42,5.6,72.8,2.998,0,1,2024
Cajero_ATM,Debito,Ecuador,Viaje,34,24,805.45,400.12,18,13,6,34.4,96.9,7.959,0,10,2024
Banca_en_linea,Debito,Ecuador,Restaurante,67,72,993.16,117.87,16,8,31,11.4,57.0,1.976,0,8,2024
App_movil,Credito_gold,Ecuador,Farmacia,54,9,664.94,215.24,17,13,5,3.8,23.5,4.977,0,11,2024
Sucursal,Debito,Ecuador,Viaje,63,110,3368.7,91.79,10,5,40,13.2,84.3,0.514,0,7,2024
App_movil,Credito_platinum,Ecuador,Ropa,59,165,3875.16,210.61,11,10,40,4.0,85.3,1.034,0,1,2024
Banca_en_linea,Credito_clasica,Ecuador,Electronica,32,94,1751.27,39.37,2,3,30,1.3,73.3,0.404,0,2,2024
App_movil,Credito_platinum,Ecuador,Otro,50,117,3330.17,74.56,17,11,5,6.5,61.5,0.422,0,3,2024
Banca_en_linea,Credito_platinum,Ecuador,Ropa,33,83,3528.9,155.86,23,8,12,13.9,86.8,0.836,0,1,2024
App_movil,Credito_clasica,Ecuador,Transferencia,28,80,572.05,7.75,5,8,7,4.7,,0.201,0,9,2024
POS,Debito,Ecuador,Viaje,72,152,8666.61,197.27,6,4,45,20.3,93.2,0.445,0,8,2024
App_movil,Debito,Ecuador,Viaje,37,149,4501.37,275.76,0,8,13,4.9,94.7,1.173,0,2,2024
Sucursal,Debito,Ecuador,Supermercado,55,100,771.91,81.41,5,5,49,4.3,87.2,1.675,0,9,2024
Cajero_ATM,Credito_gold,Ecuador,Gasolinera,41,40,714.99,94.12,17,13,4,63.4,25.1,2.057,0,7,2024
